paragraph	chapter	sentences
1241	XXII	Ce passager, c'était Passepartout en personne.
1241	XXII	Voici ce qui était arrivé.
1242	XXII	Quelques instants après que Fix eut quitté la tabagie, deux garçons avaient enlevé Passepartout profondément endormi, et l'avaient couché sur le lit réservé aux fumeurs.
1242	XXII	Mais trois heures plus tard, Passepartout, poursuivi jusque dans ses cauchemars par une idée fixe, se réveillait et luttait contre l'action stupéfiante du narcotique.
1242	XXII	La pensée du devoir non accompli secouait sa torpeur.
1242	XXII	Il quittait ce lit d'ivrognes, et trébuchant, s'appuyant aux murailles, tombant et se relevant, mais toujours et irrésistiblement poussé par une sorte d'instinct, il sortait de la tabagie, criant comme dans un rêve: «Le _Carnatic_!
1242	XXII	le _Carnatic_!»
1243	XXII	Le paquebot était là fumant, prêt à partir.
1243	XXII	Passepartout n'avait que quelques pas à faire.
1243	XXII	Il s'élança sur le pont volant, il franchit la coupée et tomba inanimé à l'avant, au moment où le _Carnatic_ larguait ses amarres.
1244	XXII	Quelques matelots, en gens habitués à ces sortes de scènes, descendirent le pauvre garçon dans une cabine des secondes, et Passepartout ne se réveilla que le lendemain matin, à cent cinquante milles des terres de la Chine.
1245	XXII	Voilà donc pourquoi, ce matin-là, Passepartout se trouvait sur le pont du _Carnatic_, et venait humer à pleine gorgées les fraîches brises de la mer.
1245	XXII	Cet air pur le dégrisa.
1245	XXII	Il commença à rassembler ses idées et n'y parvint pas sans peine.
1245	XXII	Mais, enfin, il se rappela les scènes de la veille, les confidences de Fix, la tabagie, etc.
1246	XXII	«Il est évident, se dit-il, que j'ai été abominablement grisé!
1246	XXII	Que va dire Mr.
1246	XXII	Fogg?
1246	XXII	En tout cas, je n'ai pas manqué le bateau, et c'est le principal.»
1247	XXII	Puis, songeant à Fix:
1248	XXII	«Pour celui-là, se dit-il, j'espère bien que nous en sommes débarrassés, et qu'il n'a pas osé, après ce qu'il m'a proposé, nous suivre sur le _Carnatic_.
1248	XXII	Un inspecteur de police, un détective aux trousses de mon maître, accusé de ce vol commis à la Banque d'Angleterre!
1248	XXII	Allons donc!
1248	XXII	Mr.
1248	XXII	Fogg est un voleur comme je suis un assassin!»
1249	XXII	Passepartout devait-il raconter ces choses à son maître?
1249	XXII	Convenait-il de lui apprendre le rôle joué par Fix dans cette affaire?
1249	XXII	Ne ferait-il pas mieux d'attendre son arrivée à Londres, pour lui dire qu'un agent de la police métropolitaine l'avait filé autour du monde, et pour en rire avec lui?
1249	XXII	Oui, sans doute.
1249	XXII	En tout cas, question à examiner.
1249	XXII	Le plus pressé, c'était de rejoindre Mr.
1249	XXII	Fogg et de lui faire agréer ses excuses pour cette inqualifiable conduite.
1250	XXII	Passepartout se leva donc.
1250	XXII	La mer était houleuse, et le paquebot roulait fortement.
1250	XXII	Le digne garçon, aux jambes peu solides encore, gagna tant bien que mal l'arrière du navire.
1251	XXII	Sur le pont, il ne vit personne qui ressemblât ni à son maître, ni à Mrs.
1251	XXII	Aouda.
1252	XXII	«Bon, fit-il, Mrs.
1252	XXII	Aouda est encore couchée à cette heure.
1252	XXII	Quant à Mr.
1252	XXII	Fogg, il aura trouvé quelque joueur de whist, et suivant son habitude...»
1253	XXII	Ce disant, Passepartout descendit au salon.
1253	XXII	Mr.
1253	XXII	Fogg n'y était pas.
1253	XXII	Passepartout n'avait qu'une chose à faire: c'était de demander au purser quelle cabine occupait Mr.
1253	XXII	Fogg.
1253	XXII	Le purser lui répondit qu'il ne connaissait aucun passager de ce nom.
1254	XXII	«Pardonnez-moi, dit Passepartout en insistant.
1254	XXII	Il s'agit d'un gentleman, grand, froid, peu communicatif, accompagné d'une jeune dame...
1255	XXII	--Nous n'avons pas de jeune dame à bord, répondit le purser.
1255	XXII	Au surplus, voici la liste des passagers.
1255	XXII	Vous pouvez la consulter.»
1256	XXII	Passepartout consulta la liste...
1256	XXII	Le nom de son maître n'y figurait pas.
1257	XXII	Il eut comme un éblouissement.
1257	XXII	Puis une idée lui traversa le cerveau.
1258	XXII	«Ah çà!
1258	XXII	je suis bien sur le _Carnatic_?
1258	XXII	s'écria-t-il.
1259	XXII	--Oui, répondit le purser.
1260	XXII	--En route pour Yokohama?
1261	XXII	--Parfaitement.»
1262	XXII	Passepartout avait eu un instant cette crainte de s'être trompé de navire!
1262	XXII	Mais s'il était sur le _Carnatic_, il était certain que son maître ne s'y trouvait pas.
1263	XXII	Passepartout se laissa tomber sur un fauteuil.
1263	XXII	C'était un coup de foudre.
1263	XXII	Et, soudain, la lumière se fit en lui.
1263	XXII	Il se rappela que l'heure du départ du _Carnatic_ avait été avancée, qu'il devait prévenir son maître, et qu'il ne l'avait pas fait!
1263	XXII	C'était donc sa faute si Mr.
1263	XXII	Fogg et Mrs.
1263	XXII	Aouda avaient manqué ce départ!
1264	XXII	Sa faute, oui, mais plus encore celle du traître qui, pour le séparer de son maître, pour retenir celui-ci à Hong-Kong, l'avait enivré!
1264	XXII	Car il comprit enfin la manoeuvre de l'inspecteur de police.
1264	XXII	Et maintenant, Mr.
1264	XXII	Fogg, à coup sûr ruiné, son pari perdu, arrêté, emprisonné peut-être!...
1264	XXII	Passepartout, à cette pensée, s'arracha les cheveux.
1264	XXII	Ah!
1264	XXII	si jamais Fix lui tombait sous la main, quel règlement de comptes!
1265	XXII	Enfin, après le premier moment d'accablement, Passepartout reprit son sang-froid et étudia la situation.
1265	XXII	Elle était peu enviable.
1265	XXII	Le Français se trouvait en route pour le Japon.
1265	XXII	Certain d'y arriver, comment en reviendrait-il?
1265	XXII	Il avait la poche vide.
1265	XXII	Pas un shilling, pas un penny!
1265	XXII	Toutefois, son passage et sa nourriture à bord étaient payés d'avance.
1265	XXII	Il avait donc cinq ou six jours devant lui pour prendre un parti.
1265	XXII	S'il mangea et but pendant cette traversée, cela ne saurait se décrire.
1265	XXII	Il mangea pour son maître, pour Mrs.
1265	XXII	Aouda et pour lui-même.
1265	XXII	Il mangea comme si le Japon, où il allait aborder, eût été un pays désert, dépourvu de toute substance comestible.
1266	XXII	Le 13, à la marée du matin, le _Carnatic_ entrait dans le port de Yokohama.
1267	XXII	Ce point est une relâche importante du Pacifique, où font escale tous les steamers employés au service de la poste et des voyageurs entre l'Amérique du Nord, la Chine, le Japon et les îles de la Malaisie.
1267	XXII	Yokohama est située dans la baie même de Yeddo, à peu de distance de cette immense ville, seconde capitale de l'empire japonais, autrefois résidence du taïkoun, du temps que cet empereur civil existait, et rivale de Meako, la grande cité qu'habite le mikado, empereur ecclésiastique, descendant des dieux.
1268	XXII	Le _Carnatic_ vint se ranger au quai de Yokohama, près des jetées du port et des magasins de la douane, au milieu de nombreux navires appartenant à toutes les nations.
1269	XXII	Passepartout mit le pied, sans aucun enthousiasme, sur cette terre si curieuse des Fils du Soleil.
1269	XXII	Il n'avait rien de mieux à faire que de prendre le hasard pour guide, et d'aller à l'aventure par les rues de la ville.
1270	XXII	Passepartout se trouva d'abord dans une cité absolument européenne, avec des maisons à basses façades, ornées de vérandas sous lesquelles se développaient d'élégants péristyles, et qui couvrait de ses rues, de ses places, de ses docks, de ses entrepôts, tout l'espace compris depuis le promontoire du Traité jusqu'à la rivière.
1270	XXII	Là, comme à Hong-Kong, comme à Calcutta, fourmillait un pêle-mêle de gens de toutes races, Américains, Anglais, Chinois, Hollandais, marchands prêts à tout vendre et à tout acheter, au milieu desquels le Français se trouvait aussi étranger que s'il eût été jeté au pays des Hottentots.
1271	XXII	Passepartout avait bien une ressource: c'était de se recommander près des agents consulaires français ou anglais établis à Yokohama; mais il lui répugnait de raconter son histoire, si intimement mêlée à celle de son maître, et avant d'en venir là, il voulait avoir épuisé toutes les autres chances.
1272	XXII	Donc, après avoir parcouru la partie européenne de la ville, sans que le hasard l'eût en rien servi, il entra dans la partie japonaise, décidé, s'il le fallait, à pousser jusqu'à Yeddo.
1273	XXII	Cette portion indigène de Yokohama est appelée Benten, du nom d'une déesse de la mer, adorée sur les îles voisines.
1273	XXII	Là se voyaient d'admirables allées de sapins et de cèdres, des portes sacrées d'une architecture étrange, des ponts enfouis au milieu des bambous et des roseaux, des temples abrités sous le couvert immense et mélancolique des cèdres séculaires, des bonzeries au fond desquelles végétaient les prêtres du bouddhisme et les sectateurs de la religion de Confucius, des rues interminables où l'on eût pu recueillir une moisson d'enfants au teint rose et aux joues rouges, petits bonshommes qu'on eût dit découpés dans quelque paravent indigène, et qui se jouaient au milieu de caniches à jambes courtes et de chats jaunâtres, sans queue, très paresseux et très caressants.
1274	XXII	Dans les rues, ce n'était que fourmillement, va-et-vient incessant: bonzes passant processionnellement en frappant leurs tambourins monotones, yakounines, officiers de douane ou de police, à chapeaux pointus incrustés de laque et portant deux sabres à leur ceinture, soldats vêtus de cotonnades bleues à raies blanches et armés de fusil à percussion, hommes d'armes du mikado, ensachés dans leur pourpoint de soie, avec haubert et cotte de mailles, et nombre d'autres militaires de toutes conditions,--car, au Japon, la profession de soldat est autant estimée qu'elle est dédaignée en Chine.
1274	XXII	Puis, des frères quêteurs, des pèlerins en longues robes, de simples civils, chevelure lisse et d'un noir d'ébène, tête grosse, buste long, jambes grêles, taille peu élevée, teint coloré depuis les sombres nuances du cuivre jusqu'au blanc mat, mais jamais jaune comme celui des Chinois, dont les Japonais différent essentiellement.
1274	XXII	Enfin, entre les voitures, les palanquins, les chevaux, les porteurs, les brouettes à voile, les «norimons» à parois de laque, les «cangos» moelleux, véritables litières en bambou, on voyait circuler, à petits pas de leur petit pied, chaussé de souliers de toile, de sandales de paille ou de socques en bois ouvragé, quelques femmes peu jolies, les yeux bridés, la poitrine déprimée, les dents noircies au goût du jour, mais portant avec élégance le vêtement national, le «kirimon», sorte de robe de chambre croisée d'une écharpe de soie, dont la large ceinture s'épanouissait derrière en un noeud extravagant,--que les modernes Parisiennes semblent avoir emprunté aux Japonaises.
1275	XXII	Passepartout se promena pendant quelques heures au milieu de cette foule bigarrée, regardant aussi les curieuses et opulentes boutiques, les bazars où s'entasse tout le clinquant de l'orfèvrerie japonaise, les «restaurations» ornées de banderoles et de bannières, dans lesquelles il lui était interdit d'entrer, et ces maisons de thé où se boit à pleine tasse l'eau chaude odorante, avec le «saki», liqueur tirée du riz en fermentation, et ces confortables tabagies où l'on fume un tabac très fin, et non l'opium, dont l'usage est à peu près inconnu au Japon.
1276	XXII	Puis Passepartout se trouva dans les champs, au milieu des immenses rizières.
1276	XXII	Là s'épanouissaient, avec des fleurs qui jetaient leurs dernières couleurs et leurs derniers parfums, des camélias éclatants, portés non plus sur des arbrisseaux, mais sur des arbres, et, dans les enclos de bambous, des cerisiers, des pruniers, des pommiers, que les indigènes cultivent plutôt pour leurs fleurs que pour leurs fruits, et que des mannequins grimaçants, des tourniquets criards défendent contre le bec des moineaux, des pigeons, des corbeaux et autres volatiles voraces.
1276	XXII	Pas de cèdre majestueux qui n'abritât quelque grand aigle; pas de saule pleureur qui ne recouvrît de son feuillage quelque héron mélancoliquement perché sur une patte; enfin, partout des corneilles, des canards, des éperviers, des oies sauvages, et grand nombre de ces grues que les Japonais traitent de «Seigneuries», et qui symbolisent pour eux la longévité et le bonheur.
1277	XXII	En errant ainsi, Passepartout aperçut quelques violettes entre les herbes:
1278	XXII	«Bon!
1278	XXII	dit-il, voilà mon souper.»
1279	XXII	Mais les ayant senties, il ne leur trouva aucun parfum.
1280	XXII	«Pas de chance!»
1280	XXII	pensa-t-il.
1281	XXII	Certes, l'honnête garçon avait, par prévision, aussi copieusement déjeuné qu'il avait pu avant de quitter le _Carnatic_; mais après une journée de promenade, il se sentit l'estomac très creux.
1281	XXII	Il avait bien remarqué que moutons, chèvres ou porcs, manquaient absolument aux étalages des bouchers indigènes, et, comme il savait que c'est un sacrilège de tuer les boeufs, uniquement réservés aux besoins de l'agriculture, il en avait conclu que la viande était rare au Japon.
1281	XXII	Il ne se trompait pas; mais à défaut de viande de boucherie, son estomac se fût fort accommodé des quartiers de sanglier ou de daim, des perdrix ou des cailles, de la volaille ou du poisson, dont les Japonais se nourrissent presque exclusivement avec le produit des rizières.
1281	XXII	Mais il dut faire contre fortune bon coeur, et remit au lendemain le soin de pourvoir à sa nourriture.
1282	XXII	La nuit vint.
1282	XXII	Passepartout rentra dans la ville indigène, et il erra dans les rues au milieu des lanternes multicolores, regardant les groupes de baladins exécuter leurs prestigieux exercices, et les astrologues en plein vent qui amassaient la foule autour de leur lunette.
1282	XXII	Puis il revit la rade, émaillée des feux de pêcheurs, qui attiraient le poisson à la lueur de résines enflammées.
1283	XXII	Enfin les rues se dépeuplèrent.
1283	XXII	À la foule succédèrent les rondes des yakounines.
1283	XXII	Ces officiers, dans leurs magnifiques costumes et au milieu de leur suite, ressemblaient à des ambassadeurs, et Passepartout répétait plaisamment, chaque fois qu'il rencontrait quelque patrouille éblouissante:
1284	XXII	«Allons, bon!
1284	XXII	encore une ambassade japonaise qui part pour l'Europe!»
1285	XXIII	XXIII
1286	XXIII	DANS LEQUEL LE NEZ DE PASSEPARTOUT S'ALLONGE DÉMESURÉMENT
1287	XXIII	Le lendemain, Passepartout, éreinté, affamé, se dit qu'il fallait manger à tout prix, et que le plus tôt serait le mieux.
1287	XXIII	Il avait bien cette ressource de vendre sa montre, mais il fût plutôt mort de faim.
1287	XXIII	C'était alors le cas ou jamais, pour ce brave garçon, d'utiliser la voix forte, sinon mélodieuse, dont la nature l'avait gratifié.
1288	XXIII	Il savait quelques refrains de France et d'Angleterre, et il résolut de les essayer.
1288	XXIII	Les Japonais devaient certainement être amateurs de musique, puisque tout se fait chez eux aux sons des cymbales, du tam-tam et des tambours, et ils ne pouvaient qu'apprécier les talents d'un virtuose européen.
1289	XXIII	Mais peut-être était-il un peu matin pour organiser un concert, et les dilettanti, inopinément réveillés, n'auraient peut-être pas payé le chanteur en monnaie à l'effigie du mikado.
1290	XXIII	Passepartout se décida donc à attendre quelques heures; mais, tout en cheminant, il fit cette réflexion qu'il semblerait trop bien vêtu pour un artiste ambulant, et l'idée lui vint alors d'échanger ses vêtements contre une défroque plus en harmonie avec sa position.
1290	XXIII	Cet échange devait, d'ailleurs, produire une soulte, qu'il pourrait immédiatement appliquer à satisfaire son appétit.
1291	XXIII	Cette résolution prise, restait à l'exécuter.
1291	XXIII	Ce ne fut qu'après de longues recherches que Passepartout découvrit un brocanteur indigène, auquel il exposa sa demande.
1291	XXIII	L'habit européen plut au brocanteur, et bientôt Passepartout sortait affublé d'une vieille robe japonaise et coiffé d'une sorte de turban à côtes, décoloré sous l'action du temps.
1291	XXIII	Mais, en retour, quelques piécettes d'argent résonnaient dans sa poche.
1292	XXIII	«Bon, pensa-t-il, je me figurerai que nous sommes en carnaval!»
1293	XXIII	Le premier soin de Passepartout, ainsi «japonaisé», fut d'entrer dans une «tea-house» de modeste apparence, et là, d'un reste de volaille et de quelques poignées de riz, il déjeuna en homme pour qui le dîner serait encore un problème à résoudre.
1294	XXIII	«Maintenant, se dit-il quand il fut copieusement restauré, il s'agit de ne pas perdre la tête.
1294	XXIII	Je n'ai plus la ressource de vendre cette défroque contre une autre encore plus japonaise.
1294	XXIII	Il faut donc aviser au moyen de quitter le plus promptement possible ce pays du Soleil, dont je ne garderai qu'un lamentable souvenir!»
1295	XXIII	Passepartout songea alors à visiter les paquebots en partance pour l'Amérique.
1295	XXIII	Il comptait s'offrir en qualité de cuisinier ou de domestique, ne demandant pour toute rétribution que le passage et la nourriture.
1295	XXIII	Une fois à San Francisco, il verrait à se tirer d'affaire.
1295	XXIII	L'important, c'était de traverser ces quatre mille sept cents milles du Pacifique qui s'étendent entre le Japon et le Nouveau Monde.
1296	XXIII	Passepartout, n'étant point homme à laisser languir une idée, se dirigea vers le port de Yokohama.
1296	XXIII	Mais à mesure qu'il s'approchait des docks, son projet, qui lui avait paru si simple au moment où il en avait eu l'idée, lui semblait de plus en plus inexécutable.
1296	XXIII	Pourquoi aurait-on besoin d'un cuisinier ou d'un domestique à bord d'un paquebot américain, et quelle confiance inspirerait-il, affublé de la sorte?
1296	XXIII	Quelles recommandations faire valoir?
1296	XXIII	Quelles références indiquer?
1297	XXIII	Comme il réfléchissait ainsi, ses regards tombèrent sur une immense affiche qu'une sorte de clown promenait dans les rues de Yokohama.
1297	XXIII	Cette affiche était ainsi libellée en anglais:
1298	XXIII	TROUPE JAPONAISE ACROBATIQUE
1299	XXIII	DE
1300	XXIII	L'HONORABLE WILLIAM BATULCAR
1301	XXIII	---
1302	XXIII	DERNIÈRES REPRÉSENTATIONS Avant leur départ pour les États-Unis d'Amérique
1303	XXIII	DES
1304	XXIII	LONGS-NEZ-LONGS-NEZ
1305	XXIII	SOUS L'INVOCATION DIRECTE DU DIEU TINGOU
1306	XXIII	Grande Attraction!
1307	XXIII	«Les États-Unis d'Amérique!
1307	XXIII	s'écria Passepartout, voilà justement mon affaire!...»
1308	XXIII	Il suivit l'homme-affiche, et, à sa suite, il rentra bientôt dans la ville japonaise.
1308	XXIII	Un quart d'heure plus tard, il s'arrêtait devant une vaste case, que couronnaient plusieurs faisceaux de banderoles, et dont les parois extérieures représentaient, sans perspective, mais en couleurs violentes, toute une bande de jongleurs.
1309	XXIII	C'était l'établissement de l'honorable Batulcar, sorte de Barnum américain, directeur d'une troupe de saltimbanques, jongleurs, clowns, acrobates, équilibristes, gymnastes, qui, suivant l'affiche, donnait ses dernières représentations avant de quitter l'empire du Soleil pour les États de l'Union.
1310	XXIII	Passepartout entra sous un péristyle qui précédait la case, et demanda Mr.
1310	XXIII	Batulcar.
1310	XXIII	Mr.
1310	XXIII	Batulcar apparut en personne.
1311	XXIII	«Que voulez-vous?
1311	XXIII	dit-il à Passepartout, qu'il prit d'abord pour un indigène.
1312	XXIII	--Avez-vous besoin d'un domestique?
1312	XXIII	demanda Passepartout.
1313	XXIII	--Un domestique, s'écria le Barnum en caressant l'épaisse barbiche grise qui foisonnait sous son menton, j'en ai deux, obéissants, fidèles, qui ne m'ont jamais quitté, et qui me servent pour rien, à condition que je les nourrisse...
1313	XXIII	Et les voilà, ajouta-t-il en montrant ses deux bras robustes, sillonnés de veines grosses comme des cordes de contrebasse.
1314	XXIII	--Ainsi, je ne puis vous être bon à rien?
1315	XXIII	--À rien.
1316	XXIII	--Diable!
1316	XXIII	ça m'aurait pourtant fort convenu de partir avec vous.
1317	XXIII	--Ah çà!
1317	XXIII	dit l'honorable Batulcar, vous êtes Japonais comme je suis un singe!
1317	XXIII	Pourquoi donc êtes-vous habillé de la sorte?
1318	XXIII	--On s'habille comme on peut!
1319	XXIII	--Vrai, cela.
1319	XXIII	Vous êtes un Français, vous?
1320	XXIII	--Oui, un Parisien de Paris.
1321	XXIII	--Alors, vous devez savoir faire des grimaces?
1322	XXIII	--Ma foi, répondit Passepartout, vexé de voir sa nationalité provoquer cette demande, nous autres Français, nous savons faire des grimaces, c'est vrai, mais pas mieux que les Américains!
1323	XXIII	--Juste.
1323	XXIII	Eh bien, si je ne vous prends pas comme domestique, je peux vous prendre comme clown.
1323	XXIII	Vous comprenez, mon brave.
1323	XXIII	En France, on exhibe des farceurs étrangers, et à l'étranger, des farceurs français!
1324	XXIII	--Ah!
1325	XXIII	--Vous êtes vigoureux, d'ailleurs?
1326	XXIII	--Surtout quand je sors de table.
1327	XXIII	--Et vous savez chanter?
1328	XXIII	--Oui, répondit Passepartout, qui avait autrefois fait sa partie dans quelques concerts de rue.
1329	XXIII	--Mais savez-vous chanter la tête en bas, avec une toupie tournante sur la plante du pied gauche, et un sabre en équilibre sur la plante du pied droit?
1330	XXIII	--Parbleu!
1330	XXIII	répondit Passepartout, qui se rappelait les premiers exercices de son jeune âge.
1331	XXIII	--C'est que, voyez-vous, tout est là!»
1331	XXIII	répondit l'honorable Batulcar.
1332	XXIII	L'engagement fut conclu _hic et nunc_.
1333	XXIII	Enfin, Passepartout avait trouvé une position.
1333	XXIII	Il était engagé pour tout faire dans la célèbre troupe japonaise.
1333	XXIII	C'était peu flatteur, mais avant huit jours il serait en route pour San Francisco.
1334	XXIII	La représentation, annoncée à grand fracas par l'honorable Batulcar, devait commencer à trois heures, et bientôt les formidables instruments d'un orchestre japonais, tambours et tam-tams, tonnaient à la porte.
1334	XXIII	On comprend bien que Passepartout n'avait pu étudier un rôle, mais il devait prêter l'appui de ses solides épaules dans le grand exercice de la «grappe humaine» exécuté par les Longs-Nez du dieu Tingou.
1334	XXIII	Ce «great attraction» de la représentation devait clore la série des exercices.
1335	XXIII	Avant trois heures, les spectateurs avaient envahi la vaste case.
1335	XXIII	Européens et indigènes, Chinois et Japonais, hommes, femmes et enfants, se précipitaient sur les étroites banquettes et dans les loges qui faisaient face à la scène.
1335	XXIII	Les musiciens étaient rentrés à l'intérieur, et l'orchestre au complet, gongs, tam-tams, cliquettes, flûtes, tambourins et grosses caisses, opéraient avec fureur.
1336	XXIII	Cette représentation fut ce que sont toutes ces exhibitions d'acrobates.
1336	XXIII	Mais il faut bien avouer que les Japonais sont les premiers équilibristes du monde.
1336	XXIII	L'un, armé de son éventail et de petits morceaux de papier, exécutait l'exercice si gracieux des papillons et des fleurs.
1336	XXIII	Un autre, avec la fumée odorante de sa pipe, traçait rapidement dans l'air une série de mots bleuâtres, qui formaient un compliment à l'adresse de l'assemblée.
1336	XXIII	Celui-ci jonglait avec des bougies allumées, qu'il éteignit successivement quand elles passèrent devant ses lèvres, et qu'il ralluma l'une à l'autre sans interrompre un seul instant sa prestigieuse jonglerie.
1336	XXIII	Celui-là reproduisit, au moyen de toupies tournantes, les plus invraisemblables combinaisons; sous sa main, ces ronflantes machines semblaient s'animer d'une vie propre dans leur interminable giration; elles couraient sur des tuyaux de pipe, sur des tranchants de sabre, sur des fils de fer, véritables cheveux tendus d'un côté de la scène à l'autre; elles faisaient le tour de grands vases de cristal, elles gravissaient des échelles de bambou, elles se dispersaient dans tous les coins, produisant des effets harmoniques d'un étrange caractère en combinant leurs tonalités diverses.
1336	XXIII	Les jongleurs jonglaient avec elles, et elles tournaient dans l'air; ils les lançaient comme des volants, avec des raquettes de bois, et elles tournaient toujours; ils les fourraient dans leur poche, et quand ils les retiraient, elles tournaient encore,--jusqu'au moment où un ressort détendu les faisait s'épanouir en gerbes d'artifice!
1337	XXIII	Inutile de décrire ici les prodigieux exercices des acrobates et gymnastes de la troupe.
1337	XXIII	Les tours de l'échelle, de la perche, de la boule, des tonneaux, etc. furent exécutés avec une précision remarquable.
1337	XXIII	Mais le principal attrait de la représentation était l'exhibition de ces «Longs-Nez», étonnants équilibristes que l'Europe ne connaît pas encore.
1338	XXIII	Ces Longs-Nez forment une corporation particulière placée sous l'invocation directe du dieu Tingou.
1338	XXIII	Vêtus comme des hérauts du Moyen Âge, ils portaient une splendide paire d'ailes à leurs épaules.
1338	XXIII	Mais ce qui les distinguait plus spécialement, c'était ce long nez dont leur face était agrémentée, et surtout l'usage qu'ils en faisaient.
1338	XXIII	Ces nez n'étaient rien moins que des bambous, longs de cinq, de six, de dix pieds, les uns droits, les autres courbés, ceux-ci lisses, ceux-là verruqueux.
1338	XXIII	Or, c'était sur ces appendices, fixés d'une façon solide, que s'opéraient tous leurs exercices d'équilibre.
1338	XXIII	Une douzaine de ces sectateurs du dieu Tingou se couchèrent sur le dos, et leurs camarades vinrent s'ébattre sur leurs nez, dressés comme des paratonnerres, sautant, voltigeant de celui-ci à celui-là, et exécutant les tours les plus invraisemblables.
1339	XXIII	Pour terminer, on avait spécialement annoncé au public la pyramide humaine, dans laquelle une cinquantaine de Longs-Nez devaient figurer le «Char de Jaggernaut».
1339	XXIII	Mais au lieu de former cette pyramide en prenant leurs épaules pour point d'appui, les artistes de l'honorable Batulcar ne devaient s'emmancher que par leur nez.
1339	XXIII	Or, l'un de ceux qui formaient la base du char avait quitté la troupe, et comme il suffisait d'être vigoureux et adroit, Passepartout avait été choisi pour le remplacer.
1340	XXIII	Certes, le digne garçon se sentit tout piteux, quand--triste souvenir de sa jeunesse--il eut endossé son costume du Moyen Âge, orné d'ailes multicolores, et qu'un nez de six pieds lui eut été appliqué sur la face!
1340	XXIII	Mais enfin, ce nez, c'était son gagne-pain, et il en prit son parti.
1341	XXIII	Passepartout entra en scène, et vint se ranger avec ceux de ses collègues qui devaient figurer la base du Char de Jaggernaut.
1341	XXIII	Tous s'étendirent à terre, le nez dressé vers le ciel.
1341	XXIII	Une seconde section d'équilibristes vint se poser sur ces longs appendices, une troisième s'étagea au-dessus, puis une quatrième, et sur ces nez qui ne se touchaient que par leur pointe, un monument humain s'éleva bientôt jusqu'aux frises du théâtre.
1342	XXIII	Or, les applaudissements redoublaient, et les instruments de l'orchestre éclataient comme autant de tonnerres, quand la pyramide s'ébranla, l'équilibre se rompit, un des nez de la base vint à manquer, et le monument s'écroula comme un château de cartes...
1343	XXIII	C'était la faute à Passepartout qui, abandonnant son poste, franchissant la rampe sans le secours de ses ailes, et grimpant à la galerie de droite, tombait aux pieds d'un spectateur en s'écriant:
1344	XXIII	«Ah!
1344	XXIII	mon maître!
1344	XXIII	mon maître!
1345	XXIII	--Vous?
1346	XXIII	--Moi!
1347	XXIII	--Eh bien!
1347	XXIII	en ce cas, au paquebot, mon garçon!...»
1348	XXIII	Mr.
1348	XXIII	Fogg, Mrs.
1348	XXIII	Aouda, qui l'accompagnait, Passepartout s'étaient précipités par les couloirs au-dehors de la case.
1348	XXIII	Mais, là, ils trouvèrent l'honorable Batulcar, furieux, qui réclamait des dommages-intérêts pour «la casse».
1348	XXIII	Phileas Fogg apaisa sa fureur en lui jetant une poignée de bank-notes.
1348	XXIII	Et, à six heures et demie, au moment où il allait partir, Mr.
1348	XXIII	Fogg et Mrs.
1348	XXIII	Aouda mettaient le pied sur le paquebot américain, suivis de Passepartout, les ailes au dos, et sur la face ce nez de six pieds qu'il n'avait pas encore pu arracher de son visage!
1349	XXIV	XXIV
1350	XXIV	PENDANT LEQUEL S'ACCOMPLIT LA TRAVERSÉE DE L'OCÉAN PACIFIQUE
1351	XXIV	Ce qui était arrivé en vue de Shangaï, on le comprend.
1351	XXIV	Les signaux faits par la _Tankadère_ avaient été aperçus du paquebot de Yokohama.
1351	XXIV	Le capitaine, voyant un pavillon en berne, s'était dirigé vers la petite goélette.
1351	XXIV	Quelques instants après, Phileas Fogg, soldant son passage au prix convenu, mettait dans la poche du patron John Bunsby cinq cent cinquante livres (13 750 F).
1351	XXIV	Puis l'honorable gentleman, Mrs.
1351	XXIV	Aouda et Fix étaient montés à bord du steamer, qui avait aussitôt fait route pour Nagasaki et Yokohama.
1352	XXIV	Arrivé le matin même, 14 novembre, à l'heure réglementaire, Phileas Fogg, laissant Fix aller à ses affaires, s'était rendu à bord du _Carnatic_, et là il apprenait, à la grande joie de Mrs.
1352	XXIV	Aouda--et peut-être à la sienne, mais du moins il n'en laissa rien paraître--que le Français Passepartout était effectivement arrivé la veille à Yokohama.
1353	XXIV	Phileas Fogg, qui devait repartir le soir même pour San Francisco, se mit immédiatement à la recherche de son domestique.
1353	XXIV	Il s'adressa, mais en vain, aux agents consulaires français et anglais, et, après avoir inutilement parcouru les rues de Yokohama, il désespérait de retrouver Passepartout, quand le hasard, ou peut-être une sorte de pressentiment, le fit entrer dans la case de l'honorable Batulcar.
1353	XXIV	Il n'eût certes point reconnu son serviteur sous cet excentrique accoutrement de héraut; mais celui-ci, dans sa position renversée, aperçut son maître à la galerie.
1353	XXIV	Il ne put retenir un mouvement de son nez.
1353	XXIV	De là rupture de l'équilibre, et ce qui s'ensuivit.
1354	XXIV	Voilà ce que Passepartout apprit de la bouche même de Mrs.
1354	XXIV	Aouda, qui lui raconta alors comment s'était faite cette traversée de Hong-Kong à Yokohama, en compagnie d'un sieur Fix, sur la goélette la _Tankadère_.
1355	XXIV	Au nom de Fix, Passepartout ne sourcilla pas.
